state,district,category,type,date,crimes,year,crimes_prev_year,yoy_change,yoy_change_pct
Sarawak,Mukah,property,all,2022-01-01,32,2022,41.0,-9.0,-21.95
Sarawak,Mukah,property,all,2023-01-01,44,2023,32.0,12.0,37.5
Sarawak,Padawan,property,all,2016-01-01,801,2016,,,
Sarawak,Padawan,property,all,2017-01-01,830,2017,801.0,29.0,3.62
Sarawak,Padawan,property,all,2018-01-01,720,2018,830.0,-110.0,-13.25
Sarawak,Padawan,property,all,2019-01-01,699,2019,720.0,-21.0,-2.92
Sarawak,Padawan,property,all,2020-01-01,724,2020,699.0,25.0,3.58
Sarawak,Padawan,property,all,2021-01-01,672,2021,724.0,-52.0,-7.18
Sarawak,Padawan,property,all,2022-01-01,609,2022,672.0,-63.0,-9.38
Sarawak,Padawan,property,all,2023-01-01,647,2023,609.0,38.0,6.24
Sarawak,Saratok,property,all,2016-01-01,31,2016,,,
Sarawak,Saratok,property,all,2017-01-01,26,2017,31.0,-5.0,-16.13
Sarawak,Saratok,property,all,2018-01-01,14,2018,26.0,-12.0,-46.15
Sarawak,Saratok,property,all,2019-01-01,25,2019,14.0,11.0,78.57
Sarawak,Saratok,property,all,2020-01-01,51,2020,25.0,26.0,104.0
Sarawak,Saratok,property,all,2021-01-01,31,2021,51.0,-20.0,-39.22
Sarawak,Saratok,property,all,2022-01-01,38,2022,31.0,7.0,22.58
Sarawak,Saratok,property,all,2023-01-01,46,2023,38.0,8.0,21.05
Sarawak,Sarikei,property,all,2016-01-01,180,2016,,,
Sarawak,Sarikei,property,all,2017-01-01,149,2017,180.0,-31.0,-17.22
Sarawak,Sarikei,property,all,2018-01-01,149,2018,149.0,0.0,0.0
Sarawak,Sarikei,property,all,2019-01-01,142,2019,149.0,-7.0,-4.7
Sarawak,Sarikei,property,all,2020-01-01,142,2020,142.0,0.0,0.0
Sarawak,Sarikei,property,all,2021-01-01,63,2021,142.0,-79.0,-55.63
Sarawak,Sarikei,property,all,2022-01-01,70,2022,63.0,7.0,11.11
Sarawak,Sarikei,property,all,2023-01-01,64,2023,70.0,-6.0,-8.57
Sarawak,Serian,property,all,2016-01-01,111,2016,,,
Sarawak,Serian,property,all,2017-01-01,120,2017,111.0,9.0,8.11
Sarawak,Serian,property,all,2018-01-01,103,2018,120.0,-17.0,-14.17
Sarawak,Serian,property,all,2019-01-01,101,2019,103.0,-2.0,-1.94
Sarawak,Serian,property,all,2020-01-01,88,2020,101.0,-13.0,-12.87
Sarawak,Serian,property,all,2021-01-01,78,2021,88.0,-10.0,-11.36
Sarawak,Serian,property,all,2022-01-01,103,2022,78.0,25.0,32.05
Sarawak,Serian,property,all,2023-01-01,93,2023,103.0,-10.0,-9.71
Sarawak,Sibu,property,all,2016-01-01,706,2016,,,
Sarawak,Sibu,property,all,2017-01-01,634,2017,706.0,-72.0,-10.2
Sarawak,Sibu,property,all,2018-01-01,626,2018,634.0,-8.0,-1.26
Sarawak,Sibu,property,all,2019-01-01,783,2019,626.0,157.0,25.08
Sarawak,Sibu,property,all,2020-01-01,680,2020,783.0,-103.0,-13.15
Sarawak,Sibu,property,all,2021-01-01,478,2021,680.0,-202.0,-29.71
Sarawak,Sibu,property,all,2022-01-01,390,2022,478.0,-88.0,-18.41
Sarawak,Sibu,property,all,2023-01-01,460,2023,390.0,70.0,17.95
Sarawak,Simunjan,property,all,2016-01-01,46,2016,,,
Sarawak,Simunjan,property,all,2017-01-01,29,2017,46.0,-17.0,-36.96
Sarawak,Simunjan,property,all,2018-01-01,30,2018,29.0,1.0,3.45
Sarawak,Simunjan,property,all,2019-01-01,49,2019,30.0,19.0,63.33
Sarawak,Simunjan,property,all,2020-01-01,32,2020,49.0,-17.0,-34.69
Sarawak,Simunjan,property,all,2021-01-01,28,2021,32.0,-4.0,-12.5
Sarawak,Simunjan,property,all,2022-01-01,31,2022,28.0,3.0,10.71
Sarawak,Simunjan,property,all,2023-01-01,38,2023,31.0,7.0,22.58
Sarawak,Song,property,all,2016-01-01,4,2016,,,
Sarawak,Song,property,all,2017-01-01,4,2017,4.0,0.0,0.0
Sarawak,Song,property,all,2018-01-01,10,2018,4.0,6.0,150.0
Sarawak,Song,property,all,2019-01-01,4,2019,10.0,-6.0,-60.0
Sarawak,Song,property,all,2020-01-01,7,2020,4.0,3.0,75.0
Sarawak,Song,property,all,2021-01-01,4,2021,7.0,-3.0,-42.86
Sarawak,Song,property,all,2022-01-01,8,2022,4.0,4.0,100.0
Sarawak,Song,property,all,2023-01-01,3,2023,8.0,-5.0,-62.5
Sarawak,Sri Aman,property,all,2016-01-01,109,2016,,,
Sarawak,Sri Aman,property,all,2017-01-01,95,2017,109.0,-14.0,-12.84
Sarawak,Sri Aman,property,all,2018-01-01,73,2018,95.0,-22.0,-23.16
Sarawak,Sri Aman,property,all,2019-01-01,95,2019,73.0,22.0,30.14
Sarawak,Sri Aman,property,all,2020-01-01,92,2020,95.0,-3.0,-3.16
Sarawak,Sri Aman,property,all,2021-01-01,77,2021,92.0,-15.0,-16.3
Sarawak,Sri Aman,property,all,2022-01-01,96,2022,77.0,19.0,24.68
Sarawak,Sri Aman,property,all,2023-01-01,72,2023,96.0,-24.0,-25.0
Sarawak,Tatau,property,all,2016-01-01,21,2016,,,
Sarawak,Tatau,property,all,2017-01-01,12,2017,21.0,-9.0,-42.86
Sarawak,Tatau,property,all,2018-01-01,25,2018,12.0,13.0,108.33
Sarawak,Tatau,property,all,2019-01-01,16,2019,25.0,-9.0,-36.0
Sarawak,Tatau,property,all,2020-01-01,17,2020,16.0,1.0,6.25
Sarawak,Tatau,property,all,2021-01-01,9,2021,17.0,-8.0,-47.06
Sarawak,Tatau,property,all,2022-01-01,18,2022,9.0,9.0,100.0
Sarawak,Tatau,property,all,2023-01-01,16,2023,18.0,-2.0,-11.11
Selangor,Ampang Jaya,property,all,2016-01-01,2549,2016,,,
Selangor,Ampang Jaya,property,all,2017-01-01,1960,2017,2549.0,-589.0,-23.11
Selangor,Ampang Jaya,property,all,2018-01-01,1828,2018,1960.0,-132.0,-6.73
Selangor,Ampang Jaya,property,all,2019-01-01,1668,2019,1828.0,-160.0,-8.75
Selangor,Ampang Jaya,property,all,2020-01-01,1413,2020,1668.0,-255.0,-15.29
Selangor,Ampang Jaya,property,all,2021-01-01,1034,2021,1413.0,-379.0,-26.82
Selangor,Ampang Jaya,property,all,2022-01-01,787,2022,1034.0,-247.0,-23.89
Selangor,Ampang Jaya,property,all,2023-01-01,955,2023,787.0,168.0,21.35
Selangor,Gombak,property,all,2016-01-01,2862,2016,,,
Selangor,Gombak,property,all,2017-01-01,2246,2017,2862.0,-616.0,-21.52
Selangor,Gombak,property,all,2018-01-01,1931,2018,2246.0,-315.0,-14.02
Selangor,Gombak,property,all,2019-01-01,1870,2019,1931.0,-61.0,-3.16
Selangor,Gombak,property,all,2020-01-01,1612,2020,1870.0,-258.0,-13.8
Selangor,Gombak,property,all,2021-01-01,1440,2021,1612.0,-172.0,-10.67
Selangor,Gombak,property,all,2022-01-01,1223,2022,1440.0,-217.0,-15.07
Selangor,Gombak,property,all,2023-01-01,1402,2023,1223.0,179.0,14.64
Selangor,Hulu Selangor,property,all,2016-01-01,405,2016,,,
Selangor,Hulu Selangor,property,all,2017-01-01,372,2017,405.0,-33.0,-8.15
Selangor,Hulu Selangor,property,all,2018-01-01,357,2018,372.0,-15.0,-4.03
Selangor,Hulu Selangor,property,all,2019-01-01,373,2019,357.0,16.0,4.48
Selangor,Hulu Selangor,property,all,2020-01-01,486,2020,373.0,113.0,30.29
Selangor,Hulu Selangor,property,all,2021-01-01,357,2021,486.0,-129.0,-26.54
Selangor,Hulu Selangor,property,all,2022-01-01,235,2022,357.0,-122.0,-34.17
Selangor,Hulu Selangor,property,all,2023-01-01,302,2023,235.0,67.0,28.51
Selangor,Kajang,property,all,2016-01-01,3235,2016,,,
Selangor,Kajang,property,all,2017-01-01,2641,2017,3235.0,-594.0,-18.36
Selangor,Kajang,property,all,2018-01-01,1906,2018,2641.0,-735.0,-27.83
Selangor,Kajang,property,all,2019-01-01,1812,2019,1906.0,-94.0,-4.93
Selangor,Kajang,property,all,2020-01-01,1556,2020,1812.0,-256.0,-14.13
Selangor,Kajang,property,all,2021-01-01,1264,2021,1556.0,-292.0,-18.77
Selangor,Kajang,property,all,2022-01-01,1190,2022,1264.0,-74.0,-5.85
Selangor,Kajang,property,all,2023-01-01,1247,2023,1190.0,57.0,4.79
Selangor,Klang Selatan,property,all,2016-01-01,1704,2016,,,
Selangor,Klang Selatan,property,all,2017-01-01,1610,2017,1704.0,-94.0,-5.52
Selangor,Klang Selatan,property,all,2018-01-01,1425,2018,1610.0,-185.0,-11.49
Selangor,Klang Selatan,property,all,2019-01-01,1246,2019,1425.0,-179.0,-12.56
Selangor,Klang Selatan,property,all,2020-01-01,1056,2020,1246.0,-190.0,-15.25
Selangor,Klang Selatan,property,all,2021-01-01,1249,2021,1056.0,193.0,18.28
Selangor,Klang Selatan,property,all,2022-01-01,981,2022,1249.0,-268.0,-21.46
Selangor,Klang Selatan,property,all,2023-01-01,999,2023,981.0,18.0,1.83
Selangor,Klang Utara,property,all,2016-01-01,1204,2016,,,
Selangor,Klang Utara,property,all,2017-01-01,991,2017,1204.0,-213.0,-17.69
Selangor,Klang Utara,property,all,2018-01-01,775,2018,991.0,-216.0,-21.8
Selangor,Klang Utara,property,all,2019-01-01,701,2019,775.0,-74.0,-9.55
Selangor,Klang Utara,property,all,2020-01-01,620,2020,701.0,-81.0,-11.55
Selangor,Klang Utara,property,all,2021-01-01,559,2021,620.0,-61.0,-9.84
Selangor,Klang Utara,property,all,2022-01-01,565,2022,559.0,6.0,1.07
Selangor,Klang Utara,property,all,2023-01-01,600,2023,565.0,35.0,6.19
Selangor,Kuala Langat,property,all,2016-01-01,594,2016,,,
Selangor,Kuala Langat,property,all,2017-01-01,490,2017,594.0,-104.0,-17.51
Selangor,Kuala Langat,property,all,2018-01-01,395,2018,490.0,-95.0,-19.39
Selangor,Kuala Langat,property,all,2019-01-01,340,2019,395.0,-55.0,-13.92
Selangor,Kuala Langat,property,all,2020-01-01,327,2020,340.0,-13.0,-3.82
Selangor,Kuala Langat,property,all,2021-01-01,344,2021,327.0,17.0,5.2
Selangor,Kuala Langat,property,all,2022-01-01,407,2022,344.0,63.0,18.31
Selangor,Kuala Langat,property,all,2023-01-01,346,2023,407.0,-61.0,-14.99
Selangor,Kuala Selangor,property,all,2016-01-01,418,2016,,,
Selangor,Kuala Selangor,property,all,2017-01-01,320,2017,418.0,-98.0,-23.44
Selangor,Kuala Selangor,property,all,2018-01-01,286,2018,320.0,-34.0,-10.62
Selangor,Kuala Selangor,property,all,2019-01-01,349,2019,286.0,63.0,22.03
Selangor,Kuala Selangor,property,all,2020-01-01,383,2020,349.0,34.0,9.74
Selangor,Kuala Selangor,property,all,2021-01-01,397,2021,383.0,14.0,3.66
Selangor,Kuala Selangor,property,all,2022-01-01,328,2022,397.0,-69.0,-17.38
Selangor,Kuala Selangor,property,all,2023-01-01,412,2023,328.0,84.0,25.61
Selangor,Petaling Jaya,property,all,2016-01-01,3701,2016,,,
Selangor,Petaling Jaya,property,all,2017-01-01,3076,2017,3701.0,-625.0,-16.89
Selangor,Petaling Jaya,property,all,2018-01-01,2618,2018,3076.0,-458.0,-14.89
Selangor,Petaling Jaya,property,all,2019-01-01,2453,2019,2618.0,-165.0,-6.3
Selangor,Petaling Jaya,property,all,2020-01-01,1940,2020,2453.0,-513.0,-20.91
Selangor,Petaling Jaya,property,all,2021-01-01,1356,2021,1940.0,-584.0,-30.1
Selangor,Petaling Jaya,property,all,2022-01-01,1251,2022,1356.0,-105.0,-7.74
Selangor,Petaling Jaya,property,all,2023-01-01,1166,2023,1251.0,-85.0,-6.79
Selangor,Sabak Bernam,property,all,2016-01-01,352,2016,,,
Selangor,Sabak Bernam,property,all,2017-01-01,332,2017,352.0,-20.0,-5.68
Selangor,Sabak Bernam,property,all,2018-01-01,303,2018,332.0,-29.0,-8.73
Selangor,Sabak Bernam,property,all,2019-01-01,264,2019,303.0,-39.0,-12.87
Selangor,Sabak Bernam,property,all,2020-01-01,207,2020,264.0,-57.0,-21.59
Selangor,Sabak Bernam,property,all,2021-01-01,144,2021,207.0,-63.0,-30.43
Selangor,Sabak Bernam,property,all,2022-01-01,124,2022,144.0,-20.0,-13.89
Selangor,Sabak Bernam,property,all,2023-01-01,127,2023,124.0,3.0,2.42
Selangor,Sepang,property,all,2016-01-01,915,2016,,,
Selangor,Sepang,property,all,2017-01-01,598,2017,915.0,-317.0,-34.64
Selangor,Sepang,property,all,2018-01-01,534,2018,598.0,-64.0,-10.7
Selangor,Sepang,property,all,2019-01-01,523,2019,534.0,-11.0,-2.06
Selangor,Sepang,property,all,2020-01-01,421,2020,523.0,-102.0,-19.5
Selangor,Sepang,property,all,2021-01-01,426,2021,421.0,5.0,1.19
Selangor,Sepang,property,all,2022-01-01,531,2022,426.0,105.0,24.65
Selangor,Sepang,property,all,2023-01-01,569,2023,531.0,38.0,7.16
Selangor,Serdang,property,all,2016-01-01,2158,2016,,,
Selangor,Serdang,property,all,2017-01-01,1372,2017,2158.0,-786.0,-36.42
Selangor,Serdang,property,all,2018-01-01,1291,2018,1372.0,-81.0,-5.9
Selangor,Serdang,property,all,2019-01-01,1273,2019,1291.0,-18.0,-1.39
Selangor,Serdang,property,all,2020-01-01,1282,2020,1273.0,9.0,0.71
Selangor,Serdang,property,all,2021-01-01,1197,2021,1282.0,-85.0,-6.63
Selangor,Serdang,property,all,2022-01-01,842,2022,1197.0,-355.0,-29.66
Selangor,Serdang,property,all,2023-01-01,750,2023,842.0,-92.0,-10.93
Selangor,Sg. Buloh,property,all,2016-01-01,1184,2016,,,
Selangor,Sg. Buloh,property,all,2017-01-01,1013,2017,1184.0,-171.0,-14.44
Selangor,Sg. Buloh,property,all,2018-01-01,859,2018,1013.0,-154.0,-15.2
Selangor,Sg. Buloh,property,all,2019-01-01,799,2019,859.0,-60.0,-6.98
Selangor,Sg. Buloh,property,all,2020-01-01,547,2020,799.0,-252.0,-31.54
Selangor,Shah Alam,property,all,2016-01-01,1624,2016,,,
Selangor,Shah Alam,property,all,2017-01-01,1391,2017,1624.0,-233.0,-14.35
Selangor,Shah Alam,property,all,2018-01-01,1261,2018,1391.0,-130.0,-9.35
Selangor,Shah Alam,property,all,2019-01-01,956,2019,1261.0,-305.0,-24.19
Selangor,Shah Alam,property,all,2020-01-01,729,2020,956.0,-227.0,-23.74
Selangor,Shah Alam,property,all,2021-01-01,628,2021,729.0,-101.0,-13.85
Selangor,Shah Alam,property,all,2022-01-01,638,2022,628.0,10.0,1.59
Selangor,Shah Alam,property,all,2023-01-01,636,2023,638.0,-2.0,-0.31
Selangor,Subang Jaya,property,all,2016-01-01,1707,2016,,,
Selangor,Subang Jaya,property,all,2017-01-01,1187,2017,1707.0,-520.0,-30.46
Selangor,Subang Jaya,property,all,2018-01-01,993,2018,1187.0,-194.0,-16.34
Selangor,Subang Jaya,property,all,2019-01-01,871,2019,993.0,-122.0,-12.29
Selangor,Subang Jaya,property,all,2020-01-01,774,2020,871.0,-97.0,-11.14
Selangor,Subang Jaya,property,all,2021-01-01,571,2021,774.0,-203.0,-26.23
Selangor,Subang Jaya,property,all,2022-01-01,620,2022,571.0,49.0,8.58
Selangor,Subang Jaya,property,all,2023-01-01,716,2023,620.0,96.0,15.48
Selangor,Sungai Buloh,property,all,2021-01-01,505,2021,,,
Selangor,Sungai Buloh,property,all,2022-01-01,483,2022,505.0,-22.0,-4.36
Selangor,Sungai Buloh,property,all,2023-01-01,559,2023,483.0,76.0,15.73
Terengganu,Besut,property,all,2016-01-01,411,2016,,,
Terengganu,Besut,property,all,2017-01-01,396,2017,411.0,-15.0,-3.65
Terengganu,Besut,property,all,2018-01-01,302,2018,396.0,-94.0,-23.74
Terengganu,Besut,property,all,2019-01-01,347,2019,302.0,45.0,14.9
Terengganu,Besut,property,all,2020-01-01,360,2020,347.0,13.0,3.75
Terengganu,Besut,property,all,2021-01-01,253,2021,360.0,-107.0,-29.72
Terengganu,Besut,property,all,2022-01-01,203,2022,253.0,-50.0,-19.76
Terengganu,Besut,property,all,2023-01-01,172,2023,203.0,-31.0,-15.27
Terengganu,Dungun,property,all,2016-01-01,295,2016,,,
Terengganu,Dungun,property,all,2017-01-01,263,2017,295.0,-32.0,-10.85
Terengganu,Dungun,property,all,2018-01-01,243,2018,263.0,-20.0,-7.6
Terengganu,Dungun,property,all,2019-01-01,211,2019,243.0,-32.0,-13.17
Terengganu,Dungun,property,all,2020-01-01,235,2020,211.0,24.0,11.37
Terengganu,Dungun,property,all,2021-01-01,195,2021,235.0,-40.0,-17.02
Terengganu,Dungun,property,all,2022-01-01,169,2022,195.0,-26.0,-13.33
Terengganu,Dungun,property,all,2023-01-01,160,2023,169.0,-9.0,-5.33
Terengganu,Hulu Terengganu,property,all,2016-01-01,129,2016,,,
Terengganu,Hulu Terengganu,property,all,2017-01-01,123,2017,129.0,-6.0,-4.65
Terengganu,Hulu Terengganu,property,all,2018-01-01,77,2018,123.0,-46.0,-37.4
Terengganu,Hulu Terengganu,property,all,2019-01-01,87,2019,77.0,10.0,12.99
Terengganu,Hulu Terengganu,property,all,2020-01-01,101,2020,87.0,14.0,16.09
Terengganu,Hulu Terengganu,property,all,2021-01-01,92,2021,101.0,-9.0,-8.91
Terengganu,Hulu Terengganu,property,all,2022-01-01,84,2022,92.0,-8.0,-8.7
Terengganu,Hulu Terengganu,property,all,2023-01-01,76,2023,84.0,-8.0,-9.52
Terengganu,Kemaman,property,all,2016-01-01,357,2016,,,
Terengganu,Kemaman,property,all,2017-01-01,286,2017,357.0,-71.0,-19.89
Terengganu,Kemaman,property,all,2018-01-01,226,2018,286.0,-60.0,-20.98
Terengganu,Kemaman,property,all,2019-01-01,253,2019,226.0,27.0,11.95
Terengganu,Kemaman,property,all,2020-01-01,335,2020,253.0,82.0,32.41
Terengganu,Kemaman,property,all,2021-01-01,259,2021,335.0,-76.0,-22.69
Terengganu,Kemaman,property,all,2022-01-01,266,2022,259.0,7.0,2.7
Terengganu,Kemaman,property,all,2023-01-01,262,2023,266.0,-4.0,-1.5
Terengganu,Kuala Terengganu,property,all,2016-01-01,652,2016,,,
Terengganu,Kuala Terengganu,property,all,2017-01-01,604,2017,652.0,-48.0,-7.36
Terengganu,Kuala Terengganu,property,all,2018-01-01,487,2018,604.0,-117.0,-19.37
Terengganu,Kuala Terengganu,property,all,2019-01-01,485,2019,487.0,-2.0,-0.41
Terengganu,Kuala Terengganu,property,all,2020-01-01,571,2020,485.0,86.0,17.73
Terengganu,Kuala Terengganu,property,all,2021-01-01,413,2021,571.0,-158.0,-27.67
Terengganu,Kuala Terengganu,property,all,2022-01-01,402,2022,413.0,-11.0,-2.66
Terengganu,Kuala Terengganu,property,all,2023-01-01,341,2023,402.0,-61.0,-15.17
Terengganu,Marang,property,all,2016-01-01,148,2016,,,
Terengganu,Marang,property,all,2017-01-01,143,2017,148.0,-5.0,-3.38
Terengganu,Marang,property,all,2018-01-01,114,2018,143.0,-29.0,-20.28
Terengganu,Marang,property,all,2019-01-01,105,2019,114.0,-9.0,-7.89
Terengganu,Marang,property,all,2020-01-01,151,2020,105.0,46.0,43.81
Terengganu,Marang,property,all,2021-01-01,120,2021,151.0,-31.0,-20.53
Terengganu,Marang,property,all,2022-01-01,90,2022,120.0,-30.0,-25.0
Terengganu,Marang,property,all,2023-01-01,82,2023,90.0,-8.0,-8.89
Terengganu,Setiu,property,all,2016-01-01,95,2016,,,
Terengganu,Setiu,property,all,2017-01-01,88,2017,95.0,-7.0,-7.37
Terengganu,Setiu,property,all,2018-01-01,83,2018,88.0,-5.0,-5.68
Terengganu,Setiu,property,all,2019-01-01,89,2019,83.0,6.0,7.23
Terengganu,Setiu,property,all,2020-01-01,68,2020,89.0,-21.0,-23.6
Terengganu,Setiu,property,all,2021-01-01,38,2021,68.0,-30.0,-44.12
Terengganu,Setiu,property,all,2022-01-01,40,2022,38.0,2.0,5.26
Terengganu,Setiu,property,all,2023-01-01,30,2023,40.0,-10.0,-25.0
W.P. Kuala Lumpur,Brickfields,property,all,2016-01-01,2145,2016,,,
W.P. Kuala Lumpur,Brickfields,property,all,2017-01-01,1441,2017,2145.0,-704.0,-32.82
W.P. Kuala Lumpur,Brickfields,property,all,2018-01-01,1497,2018,1441.0,56.0,3.89
W.P. Kuala Lumpur,Brickfields,property,all,2019-01-01,1492,2019,1497.0,-5.0,-0.33
W.P. Kuala Lumpur,Brickfields,property,all,2020-01-01,1212,2020,1492.0,-280.0,-18.77
W.P. Kuala Lumpur,Brickfields,property,all,2021-01-01,752,2021,1212.0,-460.0,-37.95
W.P. Kuala Lumpur,Brickfields,property,all,2022-01-01,623,2022,752.0,-129.0,-17.15
W.P. Kuala Lumpur,Brickfields,property,all,2023-01-01,583,2023,623.0,-40.0,-6.42
W.P. Kuala Lumpur,Cheras,property,all,2016-01-01,2035,2016,,,
W.P. Kuala Lumpur,Cheras,property,all,2017-01-01,1470,2017,2035.0,-565.0,-27.76
W.P. Kuala Lumpur,Cheras,property,all,2018-01-01,1370,2018,1470.0,-100.0,-6.8
W.P. Kuala Lumpur,Cheras,property,all,2019-01-01,1258,2019,1370.0,-112.0,-8.18
W.P. Kuala Lumpur,Cheras,property,all,2020-01-01,1030,2020,1258.0,-228.0,-18.12
W.P. Kuala Lumpur,Cheras,property,all,2021-01-01,806,2021,1030.0,-224.0,-21.75
W.P. Kuala Lumpur,Cheras,property,all,2022-01-01,696,2022,806.0,-110.0,-13.65
W.P. Kuala Lumpur,Cheras,property,all,2023-01-01,622,2023,696.0,-74.0,-10.63
W.P. Kuala Lumpur,Dang Wangi,property,all,2016-01-01,3311,2016,,,
W.P. Kuala Lumpur,Dang Wangi,property,all,2017-01-01,2254,2017,3311.0,-1057.0,-31.92
W.P. Kuala Lumpur,Dang Wangi,property,all,2018-01-01,2162,2018,2254.0,-92.0,-4.08
W.P. Kuala Lumpur,Dang Wangi,property,all,2019-01-01,1649,2019,2162.0,-513.0,-23.73
W.P. Kuala Lumpur,Dang Wangi,property,all,2020-01-01,1364,2020,1649.0,-285.0,-17.28
W.P. Kuala Lumpur,Dang Wangi,property,all,2021-01-01,1034,2021,1364.0,-330.0,-24.19
W.P. Kuala Lumpur,Dang Wangi,property,all,2022-01-01,842,2022,1034.0,-192.0,-18.57
W.P. Kuala Lumpur,Dang Wangi,property,all,2023-01-01,760,2023,842.0,-82.0,-9.74
W.P. Kuala Lumpur,Sentul,property,all,2016-01-01,2697,2016,,,
W.P. Kuala Lumpur,Sentul,property,all,2017-01-01,2063,2017,2697.0,-634.0,-23.51
W.P. Kuala Lumpur,Sentul,property,all,2018-01-01,1850,2018,2063.0,-213.0,-10.32
W.P. Kuala Lumpur,Sentul,property,all,2019-01-01,2005,2019,1850.0,155.0,8.38
W.P. Kuala Lumpur,Sentul,property,all,2020-01-01,1407,2020,2005.0,-598.0,-29.83
W.P. Kuala Lumpur,Sentul,property,all,2021-01-01,1162,2021,1407.0,-245.0,-17.41
W.P. Kuala Lumpur,Sentul,property,all,2022-01-01,903,2022,1162.0,-259.0,-22.29
W.P. Kuala Lumpur,Sentul,property,all,2023-01-01,882,2023,903.0,-21.0,-2.33
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2016-01-01,263,2016,,,
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2017-01-01,236,2017,263.0,-27.0,-10.27
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2018-01-01,195,2018,236.0,-41.0,-17.37
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2019-01-01,223,2019,195.0,28.0,14.36
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2020-01-01,120,2020,223.0,-103.0,-46.19
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2021-01-01,83,2021,120.0,-37.0,-30.83
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2022-01-01,69,2022,83.0,-14.0,-16.87
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2023-01-01,60,2023,69.0,-9.0,-13.04
W.P. Kuala Lumpur,Wangsa Maju,property,all,2016-01-01,2762,2016,,,
W.P. Kuala Lumpur,Wangsa Maju,property,all,2017-01-01,2019,2017,2762.0,-743.0,-26.9
W.P. Kuala Lumpur,Wangsa Maju,property,all,2018-01-01,1916,2018,2019.0,-103.0,-5.1
W.P. Kuala Lumpur,Wangsa Maju,property,all,2019-01-01,1631,2019,1916.0,-285.0,-14.87
W.P. Kuala Lumpur,Wangsa Maju,property,all,2020-01-01,1220,2020,1631.0,-411.0,-25.2
W.P. Kuala Lumpur,Wangsa Maju,property,all,2021-01-01,881,2021,1220.0,-339.0,-27.79
W.P. Kuala Lumpur,Wangsa Maju,property,all,2022-01-01,732,2022,881.0,-149.0,-16.91
W.P. Kuala Lumpur,Wangsa Maju,property,all,2023-01-01,693,2023,732.0,-39.0,-5.33
